order_id,customer_id,order_date,store_id,store_name,region,product_id,product_name,category,subcategory,quantity,unit_price,discount_pct,revenue,cost,gross_margin,payment_method,channel,order_status,delivery_days,inventory_on_hand,reorder_level,seller_id,rating,return_flag
O000468,C0207,2025-01-10,S001,Bengaluru Central,South,P013,USB-C Hub,Electronics,Accessories,1,2299,15,1954.15,1133.41,820.74,Wallet,Web,Cancelled,,80,46,SELLER001,4,0
O000469,C0224,2025-04-23,S002,Chennai Marina,South,P008,Yoga Mat,Sports,Fitness,2,1299,20,2078.4,1080.77,997.63,Net Banking,Mobile App,Delivered,7,99,53,SELLER002,5,0
O000470,C0241,2025-07-09,S003,Mumbai West,West,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,0,10497,5563.41,4933.59,UPI,Store,Delivered,8,118,25,SELLER003,1,0
O000471,C0008,2025-10-22,S004,Delhi Select,North,P014,Office Chair,Office,Furniture,4,8999,5,34196.2,18465.95,15730.25,Credit Card,Web,Delivered,9,137,32,SELLER004,2,0
O000472,C0025,2025-01-08,S005,Hyderabad Hub,South,P009,Backpack,Fashion,Bags,1,1799,10,1619.1,890.5,728.6,Debit Card,Mobile App,Shipped,2,156,39,SELLER005,3,0
O000473,C0042,2025-04-21,S006,Pune Market,West,P004,Running Shoes,Fashion,Footwear,2,2999,15,5098.3,2855.05,2243.25,Wallet,Store,Processing,,175,46,SELLER006,4,0
O000474,C0059,2025-07-07,S001,Bengaluru Central,South,P015,Skincare Set,Beauty,Personal Care,3,2499,20,5997.6,3418.63,2578.97,Net Banking,Web,Returned,4,14,53,SELLER007,5,1
O000475,C0076,2025-10-20,S002,Chennai Marina,South,P010,Water Bottle,Sports,Fitness,4,699,0,2796,1621.68,1174.32,UPI,Mobile App,Cancelled,,33,25,SELLER008,1,0
O000476,C0093,2025-01-06,S003,Mumbai West,West,P005,Bluetooth Speaker,Electronics,Audio,1,1899,5,1804.05,938.11,865.94,Credit Card,Store,Delivered,6,52,32,SELLER009,2,0
O000477,C0110,2025-04-19,S004,Delhi Select,North,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,10,5038.2,2670.25,2367.95,Debit Card,Web,Delivered,7,71,39,SELLER010,3,0
O000478,C0127,2025-07-05,S005,Hyderabad Hub,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,15,4077.45,2201.82,1875.63,Wallet,Mobile App,Delivered,8,90,46,SELLER011,4,0
O000479,C0144,2025-10-18,S006,Pune Market,West,P006,Laptop Stand,Office,Accessories,4,1499,20,4796.8,2638.24,2158.56,Net Banking,Store,Shipped,9,109,53,SELLER012,5,0
O000480,C0161,2025-01-04,S001,Bengaluru Central,South,P001,Wireless Headphones,Electronics,Audio,1,2499,0,2499,1399.44,1099.56,UPI,Web,Processing,,128,25,SELLER013,1,0
O000481,C0178,2025-04-17,S002,Chennai Marina,South,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,5,4178.1,2381.52,1796.58,Credit Card,Mobile App,Returned,3,147,32,SELLER014,2,1
O000482,C0195,2025-07-03,S003,Mumbai West,West,P007,Desk Lamp,Home,Lighting,3,999,10,2697.3,1564.43,1132.87,Debit Card,Store,Cancelled,,166,39,SELLER015,3,0
O000483,C0212,2025-10-16,S004,Delhi Select,North,P002,Smart Watch,Electronics,Wearables,4,5999,15,20396.6,10606.23,9790.37,Wallet,Web,Delivered,5,185,46,SELLER016,4,0
O000484,C0229,2025-01-02,S005,Hyderabad Hub,South,P013,USB-C Hub,Electronics,Accessories,1,2299,20,1839.2,974.78,864.42,Net Banking,Mobile App,Delivered,6,24,53,SELLER017,5,0
O000485,C0246,2025-04-15,S006,Pune Market,West,P008,Yoga Mat,Sports,Fitness,2,1299,0,2598,1402.92,1195.08,UPI,Store,Delivered,7,43,25,SELLER018,1,0
O000486,C0013,2025-07-01,S001,Bengaluru Central,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,5,9972.15,5484.68,4487.47,Credit Card,Web,Shipped,8,62,32,SELLER001,2,0
O000487,C0030,2025-10-14,S002,Chennai Marina,South,P014,Office Chair,Office,Furniture,4,8999,10,32396.4,18141.98,14254.42,Debit Card,Mobile App,Processing,,81,39,SELLER002,3,0
O000488,C0047,2025-01-27,S003,Mumbai West,West,P009,Backpack,Fashion,Bags,1,1799,15,1529.15,871.62,657.53,Wallet,Store,Returned,2,100,46,SELLER003,4,1
O000489,C0064,2025-04-13,S004,Delhi Select,North,P004,Running Shoes,Fashion,Footwear,2,2999,20,4798.4,2783.07,2015.33,Net Banking,Web,Cancelled,,119,53,SELLER004,5,0
O000490,C0081,2025-07-26,S005,Hyderabad Hub,South,P015,Skincare Set,Beauty,Personal Care,3,2499,0,7497,3898.44,3598.56,UPI,Mobile App,Delivered,4,138,25,SELLER005,1,0
O000491,C0098,2025-10-12,S006,Pune Market,West,P010,Water Bottle,Sports,Fitness,4,699,5,2656.2,1407.79,1248.41,Credit Card,Store,Delivered,5,157,32,SELLER006,2,0
O000492,C0115,2025-01-25,S001,Bengaluru Central,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,10,1709.1,922.91,786.19,Debit Card,Web,Delivered,6,176,39,SELLER007,3,0
O000493,C0132,2025-04-11,S002,Chennai Marina,South,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,15,4758.3,2617.07,2141.23,Wallet,Mobile App,Shipped,7,15,46,SELLER008,4,0
O000494,C0149,2025-07-24,S003,Mumbai West,West,P011,Cotton Bedsheet,Home,Bedding,3,1599,20,3837.6,2149.06,1688.54,Net Banking,Store,Processing,,34,53,SELLER009,5,0
O000495,C0166,2025-10-10,S004,Delhi Select,North,P006,Laptop Stand,Office,Accessories,4,1499,0,5996,3417.72,2578.28,UPI,Web,Returned,9,53,25,SELLER010,1,1
O000496,C0183,2025-01-23,S005,Hyderabad Hub,South,P001,Wireless Headphones,Electronics,Audio,1,2499,5,2374.05,1376.95,997.1,Credit Card,Mobile App,Cancelled,,72,32,SELLER011,2,0
O000497,C0200,2025-04-09,S006,Pune Market,West,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,10,3958.2,2058.26,1899.94,Debit Card,Store,Delivered,3,91,39,SELLER012,3,0
O000498,C0217,2025-07-22,S001,Bengaluru Central,South,P007,Desk Lamp,Home,Lighting,3,999,15,2547.45,1350.15,1197.3,Wallet,Web,Delivered,4,110,46,SELLER013,4,0
O000499,C0234,2025-10-08,S002,Chennai Marina,South,P002,Smart Watch,Electronics,Wearables,4,5999,20,19196.8,10366.27,8830.53,Net Banking,Mobile App,Delivered,5,129,53,SELLER014,5,0
O000500,C0001,2025-01-21,S003,Mumbai West,West,P013,USB-C Hub,Electronics,Accessories,1,2299,0,2299,1264.45,1034.55,UPI,Store,Shipped,6,148,25,SELLER015,1,0
O000501,C0018,2025-04-07,S004,Delhi Select,North,P008,Yoga Mat,Sports,Fitness,2,1299,5,2468.1,1382.14,1085.96,Credit Card,Web,Processing,,167,32,SELLER016,2,0
O000502,C0035,2025-07-20,S005,Hyderabad Hub,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,10,9447.3,5384.96,4062.34,Debit Card,Mobile App,Returned,8,186,39,SELLER017,3,1
O000503,C0052,2025-10-06,S006,Pune Market,West,P014,Office Chair,Office,Furniture,4,8999,15,30596.6,17746.03,12850.57,Wallet,Store,Cancelled,,25,46,SELLER018,4,0
O000504,C0069,2025-01-19,S001,Bengaluru Central,South,P009,Backpack,Fashion,Bags,1,1799,20,1439.2,748.38,690.82,Net Banking,Web,Delivered,2,44,53,SELLER001,5,0
O000505,C0086,2025-04-05,S002,Chennai Marina,South,P004,Running Shoes,Fashion,Footwear,2,2999,0,5998,3178.94,2819.06,UPI,Mobile App,Delivered,3,63,25,SELLER002,1,0
O000506,C0103,2025-07-18,S003,Mumbai West,West,P015,Skincare Set,Beauty,Personal Care,3,2499,5,7122.15,3845.96,3276.19,Credit Card,Store,Delivered,4,82,32,SELLER003,2,0
O000507,C0120,2025-10-04,S004,Delhi Select,North,P010,Water Bottle,Sports,Fitness,4,699,10,2516.4,1384.02,1132.38,Debit Card,Web,Shipped,5,101,39,SELLER004,3,0
O000508,C0137,2025-01-17,S005,Hyderabad Hub,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,15,1614.15,903.92,710.23,Wallet,Mobile App,Processing,,120,46,SELLER005,4,0
O000509,C0154,2025-04-03,S006,Pune Market,West,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,20,4478.4,2552.69,1925.71,Net Banking,Store,Returned,7,139,53,SELLER006,5,1
O000510,C0171,2025-07-16,S001,Bengaluru Central,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,0,4797,2782.26,2014.74,UPI,Web,Cancelled,,158,25,SELLER007,1,0
O000511,C0188,2025-10-02,S002,Chennai Marina,South,P006,Laptop Stand,Office,Accessories,4,1499,5,5696.2,2962.02,2734.18,Credit Card,Mobile App,Delivered,9,177,32,SELLER008,2,0
O000512,C0205,2025-01-15,S003,Mumbai West,West,P001,Wireless Headphones,Electronics,Audio,1,2499,10,2249.1,1192.02,1057.08,Debit Card,Store,Delivered,2,16,39,SELLER009,3,0
O000513,C0222,2025-04-01,S004,Delhi Select,North,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,15,3738.3,2018.68,1719.62,Wallet,Web,Delivered,3,35,46,SELLER010,4,0
O000514,C0239,2025-07-14,S005,Hyderabad Hub,South,P007,Desk Lamp,Home,Lighting,3,999,20,2397.6,1318.68,1078.92,Net Banking,Mobile App,Shipped,4,54,53,SELLER011,5,0
O000515,C0006,2025-10-27,S006,Pune Market,West,P002,Smart Watch,Electronics,Wearables,4,5999,0,23996,13437.76,10558.24,UPI,Store,Processing,,73,25,SELLER012,1,0
O000516,C0023,2025-01-13,S001,Bengaluru Central,South,P013,USB-C Hub,Electronics,Accessories,1,2299,5,2184.05,1244.91,939.14,Credit Card,Web,Returned,6,92,32,SELLER013,2,1
O000517,C0040,2025-04-26,S002,Chennai Marina,South,P008,Yoga Mat,Sports,Fitness,2,1299,10,2338.2,1356.16,982.04,Debit Card,Mobile App,Cancelled,,111,39,SELLER014,3,0
O000518,C0057,2025-07-12,S003,Mumbai West,West,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,15,8922.45,4639.67,4282.78,Wallet,Store,Delivered,8,130,46,SELLER015,4,0
O000519,C0074,2025-10-25,S004,Delhi Select,North,P014,Office Chair,Office,Furniture,4,8999,20,28796.8,15262.3,13534.5,Net Banking,Web,Delivered,9,149,53,SELLER016,5,0
O000520,C0091,2025-01-11,S005,Hyderabad Hub,South,P009,Backpack,Fashion,Bags,1,1799,0,1799,971.46,827.54,UPI,Mobile App,Delivered,2,168,25,SELLER017,1,0
O000521,C0108,2025-04-24,S006,Pune Market,West,P004,Running Shoes,Fashion,Footwear,2,2999,5,5698.1,3133.96,2564.14,Credit Card,Store,Shipped,3,187,32,SELLER018,2,0
O000522,C0125,2025-07-10,S001,Bengaluru Central,South,P015,Skincare Set,Beauty,Personal Care,3,2499,10,6747.3,3778.49,2968.81,Debit Card,Web,Processing,,26,39,SELLER001,3,0
O000523,C0142,2025-10-23,S002,Chennai Marina,South,P010,Water Bottle,Sports,Fitness,4,699,15,2376.6,1354.66,1021.94,Wallet,Mobile App,Returned,5,45,46,SELLER002,4,1
O000524,C0159,2025-01-09,S003,Mumbai West,West,P005,Bluetooth Speaker,Electronics,Audio,1,1899,20,1519.2,881.14,638.06,Net Banking,Store,Cancelled,,64,53,SELLER003,5,0
O000525,C0176,2025-04-22,S004,Delhi Select,North,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,0,5598,2910.96,2687.04,UPI,Web,Delivered,7,83,25,SELLER004,1,0
O000526,C0193,2025-07-08,S005,Hyderabad Hub,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,5,4557.15,2415.29,2141.86,Credit Card,Mobile App,Delivered,8,102,32,SELLER005,2,0
O000527,C0210,2025-10-21,S006,Pune Market,West,P006,Laptop Stand,Office,Accessories,4,1499,10,5396.4,2914.06,2482.34,Debit Card,Store,Delivered,9,121,39,SELLER006,3,0
O000528,C0227,2025-01-07,S001,Bengaluru Central,South,P001,Wireless Headphones,Electronics,Audio,1,2499,15,2124.15,1168.28,955.87,Wallet,Web,Shipped,2,140,46,SELLER007,4,0
O000529,C0244,2025-04-20,S002,Chennai Marina,South,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,20,3518.4,1970.3,1548.1,Net Banking,Mobile App,Processing,,159,53,SELLER008,5,0
O000530,C0011,2025-07-06,S003,Mumbai West,West,P007,Desk Lamp,Home,Lighting,3,999,0,2997,1708.29,1288.71,UPI,Store,Returned,4,178,25,SELLER009,1,1
O000531,C0028,2025-10-19,S004,Delhi Select,North,P002,Smart Watch,Electronics,Wearables,4,5999,5,22796.2,13221.8,9574.4,Credit Card,Web,Cancelled,,17,32,SELLER010,2,0
O000532,C0045,2025-01-05,S005,Hyderabad Hub,South,P013,USB-C Hub,Electronics,Accessories,1,2299,10,2069.1,1075.93,993.17,Debit Card,Mobile App,Delivered,6,36,39,SELLER011,3,0
O000533,C0062,2025-04-18,S006,Pune Market,West,P008,Yoga Mat,Sports,Fitness,2,1299,15,2208.3,1170.4,1037.9,Wallet,Store,Delivered,7,55,46,SELLER012,4,0
O000534,C0079,2025-07-04,S001,Bengaluru Central,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,20,8397.6,4534.7,3862.9,Net Banking,Web,Delivered,8,74,53,SELLER013,5,0
O000535,C0096,2025-10-17,S002,Chennai Marina,South,P014,Office Chair,Office,Furniture,4,8999,0,35996,19797.8,16198.2,UPI,Mobile App,Shipped,9,93,25,SELLER014,1,0
O000536,C0113,2025-01-03,S003,Mumbai West,West,P009,Backpack,Fashion,Bags,1,1799,5,1709.05,957.07,751.98,Credit Card,Store,Processing,,112,32,SELLER015,2,0
O000537,C0130,2025-04-16,S004,Delhi Select,North,P004,Running Shoes,Fashion,Footwear,2,2999,10,5398.2,3076.97,2321.23,Debit Card,Web,Returned,3,131,39,SELLER016,3,1
O000538,C0147,2025-07-02,S005,Hyderabad Hub,South,P015,Skincare Set,Beauty,Personal Care,3,2499,15,6372.45,3696.02,2676.43,Wallet,Mobile App,Cancelled,,150,46,SELLER017,4,0
O000539,C0164,2025-10-15,S006,Pune Market,West,P010,Water Bottle,Sports,Fitness,4,699,20,2236.8,1163.14,1073.66,Net Banking,Store,Delivered,5,169,53,SELLER018,5,0
O000540,C0181,2025-01-01,S001,Bengaluru Central,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,0,1899,1006.47,892.53,UPI,Web,Delivered,6,8,25,SELLER001,1,0
O000541,C0198,2025-04-14,S002,Chennai Marina,South,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,5,5318.1,2871.77,2446.33,Credit Card,Mobile App,Delivered,7,27,32,SELLER002,2,0
O000542,C0215,2025-07-27,S003,Mumbai West,West,P011,Cotton Bedsheet,Home,Bedding,3,1599,10,4317.3,2374.52,1942.78,Debit Card,Store,Shipped,8,46,39,SELLER003,3,0
O000543,C0232,2025-10-13,S004,Delhi Select,North,P006,Laptop Stand,Office,Accessories,4,1499,15,5096.6,2854.1,2242.5,Wallet,Web,Processing,,65,46,SELLER004,4,0
O000544,C0249,2025-01-26,S005,Hyderabad Hub,South,P001,Wireless Headphones,Electronics,Audio,1,2499,20,1999.2,1139.54,859.66,Net Banking,Mobile App,Returned,2,84,53,SELLER005,5,1
O000545,C0016,2025-04-12,S006,Pune Market,West,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,0,4398,2550.84,1847.16,UPI,Store,Cancelled,,103,25,SELLER006,1,0
O000546,C0033,2025-07-25,S001,Bengaluru Central,South,P007,Desk Lamp,Home,Lighting,3,999,5,2847.15,1480.52,1366.63,Credit Card,Web,Delivered,4,122,32,SELLER007,2,0
O000547,C0050,2025-10-11,S002,Chennai Marina,South,P002,Smart Watch,Electronics,Wearables,4,5999,10,21596.4,11446.09,10150.31,Debit Card,Mobile App,Delivered,5,141,39,SELLER008,3,0
O000548,C0067,2025-01-24,S003,Mumbai West,West,P013,USB-C Hub,Electronics,Accessories,1,2299,15,1954.15,1055.24,898.91,Wallet,Store,Delivered,6,160,46,SELLER009,4,0
O000549,C0084,2025-04-10,S004,Delhi Select,North,P008,Yoga Mat,Sports,Fitness,2,1299,20,2078.4,1143.12,935.28,Net Banking,Web,Shipped,7,179,53,SELLER010,5,0
O000550,C0101,2025-07-23,S005,Hyderabad Hub,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,0,10497,5878.32,4618.68,UPI,Mobile App,Processing,,18,25,SELLER011,1,0
O000551,C0118,2025-10-09,S006,Pune Market,West,P014,Office Chair,Office,Furniture,4,8999,5,34196.2,19491.83,14704.37,Credit Card,Store,Returned,9,37,32,SELLER012,2,1
O000552,C0135,2025-01-22,S001,Bengaluru Central,South,P009,Backpack,Fashion,Bags,1,1799,10,1619.1,939.08,680.02,Debit Card,Web,Cancelled,,56,39,SELLER013,3,0
O000553,C0152,2025-04-08,S002,Chennai Marina,South,P004,Running Shoes,Fashion,Footwear,2,2999,15,5098.3,2651.12,2447.18,Wallet,Mobile App,Delivered,3,75,46,SELLER014,4,0
O000554,C0169,2025-07-21,S003,Mumbai West,West,P015,Skincare Set,Beauty,Personal Care,3,2499,20,5997.6,3178.73,2818.87,Net Banking,Store,Delivered,4,94,53,SELLER015,5,0
O000555,C0186,2025-10-07,S004,Delhi Select,North,P010,Water Bottle,Sports,Fitness,4,699,0,2796,1509.84,1286.16,UPI,Web,Delivered,5,113,25,SELLER016,1,0
O000556,C0203,2025-01-20,S005,Hyderabad Hub,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,5,1804.05,992.23,811.82,Credit Card,Mobile App,Shipped,6,132,32,SELLER017,2,0
O000557,C0220,2025-04-06,S006,Pune Market,West,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,10,5038.2,2821.39,2216.81,Debit Card,Store,Processing,,151,39,SELLER018,3,0
O000558,C0237,2025-07-19,S001,Bengaluru Central,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,15,4077.45,2324.15,1753.3,Wallet,Web,Returned,8,170,46,SELLER001,4,1
O000559,C0004,2025-10-05,S002,Chennai Marina,South,P006,Laptop Stand,Office,Accessories,4,1499,20,4796.8,2782.14,2014.66,Net Banking,Mobile App,Cancelled,,9,53,SELLER002,5,0
O000560,C0021,2025-01-18,S003,Mumbai West,West,P001,Wireless Headphones,Electronics,Audio,1,2499,0,2499,1299.48,1199.52,UPI,Store,Delivered,2,28,25,SELLER003,1,0
O000561,C0038,2025-04-04,S004,Delhi Select,North,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,5,4178.1,2214.39,1963.71,Credit Card,Web,Delivered,3,47,32,SELLER004,2,0
O000562,C0055,2025-07-17,S005,Hyderabad Hub,South,P007,Desk Lamp,Home,Lighting,3,999,10,2697.3,1456.54,1240.76,Debit Card,Mobile App,Delivered,4,66,39,SELLER005,3,0
O000563,C0072,2025-10-03,S006,Pune Market,West,P002,Smart Watch,Electronics,Wearables,4,5999,15,20396.6,11218.13,9178.47,Wallet,Store,Shipped,5,85,46,SELLER006,4,0
O000564,C0089,2025-01-16,S001,Bengaluru Central,South,P013,USB-C Hub,Electronics,Accessories,1,2299,20,1839.2,1029.95,809.25,Net Banking,Web,Processing,,104,53,SELLER007,5,0
O000565,C0106,2025-04-02,S002,Chennai Marina,South,P008,Yoga Mat,Sports,Fitness,2,1299,0,2598,1480.86,1117.14,UPI,Mobile App,Returned,7,123,25,SELLER008,1,1
O000566,C0123,2025-07-15,S003,Mumbai West,West,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,5,9972.15,5783.85,4188.3,Credit Card,Store,Cancelled,,142,32,SELLER009,2,0
O000567,C0140,2025-10-01,S004,Delhi Select,North,P014,Office Chair,Office,Furniture,4,8999,10,32396.4,16846.13,15550.27,Debit Card,Web,Delivered,9,161,39,SELLER010,3,0
O000568,C0157,2025-01-14,S005,Hyderabad Hub,South,P009,Backpack,Fashion,Bags,1,1799,15,1529.15,810.45,718.7,Wallet,Mobile App,Delivered,2,180,46,SELLER011,4,0
O000569,C0174,2025-04-27,S006,Pune Market,West,P004,Running Shoes,Fashion,Footwear,2,2999,20,4798.4,2591.14,2207.26,Net Banking,Store,Delivered,3,19,53,SELLER012,5,0
O000570,C0191,2025-07-13,S001,Bengaluru Central,South,P015,Skincare Set,Beauty,Personal Care,3,2499,0,7497,4123.35,3373.65,UPI,Web,Shipped,4,38,25,SELLER013,1,0
O000571,C0208,2025-10-26,S002,Chennai Marina,South,P010,Water Bottle,Sports,Fitness,4,699,5,2656.2,1487.47,1168.73,Credit Card,Mobile App,Processing,,57,32,SELLER014,2,0
O000572,C0225,2025-01-12,S003,Mumbai West,West,P005,Bluetooth Speaker,Electronics,Audio,1,1899,10,1709.1,974.19,734.91,Debit Card,Store,Returned,6,76,39,SELLER015,3,1
O000573,C0242,2025-04-25,S004,Delhi Select,North,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,15,4758.3,2759.81,1998.49,Wallet,Web,Cancelled,,95,46,SELLER016,4,0
O000574,C0009,2025-07-11,S005,Hyderabad Hub,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,20,3837.6,1995.55,1842.05,Net Banking,Mobile App,Delivered,8,114,53,SELLER017,5,0
O000575,C0026,2025-10-24,S006,Pune Market,West,P006,Laptop Stand,Office,Accessories,4,1499,0,5996,3177.88,2818.12,UPI,Store,Delivered,9,133,25,SELLER018,1,0
O000576,C0043,2025-01-10,S001,Bengaluru Central,South,P001,Wireless Headphones,Electronics,Audio,1,2499,5,2374.05,1281.99,1092.06,Credit Card,Web,Delivered,2,152,32,SELLER001,2,0
O000577,C0060,2025-04-23,S002,Chennai Marina,South,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,10,3958.2,2177.01,1781.19,Debit Card,Mobile App,Shipped,3,171,39,SELLER002,3,0
O000578,C0077,2025-07-09,S003,Mumbai West,West,P007,Desk Lamp,Home,Lighting,3,999,15,2547.45,1426.57,1120.88,Wallet,Store,Processing,,10,46,SELLER003,4,0
O000579,C0094,2025-10-22,S004,Delhi Select,North,P002,Smart Watch,Electronics,Wearables,4,5999,20,19196.8,10942.18,8254.62,Net Banking,Web,Returned,5,29,53,SELLER004,5,1
O000580,C0111,2025-01-08,S005,Hyderabad Hub,South,P013,USB-C Hub,Electronics,Accessories,1,2299,0,2299,1333.42,965.58,UPI,Mobile App,Cancelled,,48,25,SELLER005,1,0
O000581,C0128,2025-04-21,S006,Pune Market,West,P008,Yoga Mat,Sports,Fitness,2,1299,5,2468.1,1283.41,1184.69,Credit Card,Store,Delivered,7,67,32,SELLER006,2,0
O000582,C0145,2025-07-07,S001,Bengaluru Central,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,10,9447.3,5007.07,4440.23,Debit Card,Web,Delivered,8,86,39,SELLER007,3,0
O000583,C0162,2025-10-20,S002,Chennai Marina,South,P014,Office Chair,Office,Furniture,4,8999,15,30596.6,16522.16,14074.44,Wallet,Mobile App,Delivered,9,105,46,SELLER008,4,0
O000584,C0179,2025-01-06,S003,Mumbai West,West,P009,Backpack,Fashion,Bags,1,1799,20,1439.2,791.56,647.64,Net Banking,Store,Shipped,2,124,53,SELLER009,5,0
O000585,C0196,2025-04-19,S004,Delhi Select,North,P004,Running Shoes,Fashion,Footwear,2,2999,0,5998,3358.88,2639.12,UPI,Web,Processing,,143,25,SELLER010,1,0
O000586,C0213,2025-07-05,S005,Hyderabad Hub,South,P015,Skincare Set,Beauty,Personal Care,3,2499,5,7122.15,4059.63,3062.52,Credit Card,Mobile App,Returned,4,162,32,SELLER011,2,1
O000587,C0230,2025-10-18,S006,Pune Market,West,P010,Water Bottle,Sports,Fitness,4,699,10,2516.4,1459.51,1056.89,Debit Card,Store,Cancelled,,181,39,SELLER012,3,0
O000588,C0247,2025-01-04,S001,Bengaluru Central,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,15,1614.15,839.36,774.79,Wallet,Web,Delivered,6,20,46,SELLER013,4,0
O000589,C0014,2025-04-17,S002,Chennai Marina,South,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,20,4478.4,2373.55,2104.85,Net Banking,Mobile App,Delivered,7,39,53,SELLER014,5,0
O000590,C0031,2025-07-03,S003,Mumbai West,West,P011,Cotton Bedsheet,Home,Bedding,3,1599,0,4797,2590.38,2206.62,UPI,Store,Delivered,8,58,25,SELLER015,1,0
O000591,C0048,2025-10-16,S004,Delhi Select,North,P006,Laptop Stand,Office,Accessories,4,1499,5,5696.2,3132.91,2563.29,Credit Card,Web,Shipped,9,77,32,SELLER016,2,0
O000592,C0065,2025-01-02,S005,Hyderabad Hub,South,P001,Wireless Headphones,Electronics,Audio,1,2499,10,2249.1,1259.5,989.6,Debit Card,Mobile App,Processing,,96,39,SELLER017,3,0
O000593,C0082,2025-04-15,S006,Pune Market,West,P012,Non-stick Pan,Home Appliances,Kitchen,2,2199,15,3738.3,2130.83,1607.47,Wallet,Store,Returned,3,115,46,SELLER018,4,1
O000594,C0099,2025-07-01,S001,Bengaluru Central,South,P007,Desk Lamp,Home,Lighting,3,999,20,2397.6,1390.61,1006.99,Net Banking,Web,Cancelled,,134,53,SELLER001,5,0
O000595,C0116,2025-10-14,S002,Chennai Marina,South,P002,Smart Watch,Electronics,Wearables,4,5999,0,23996,12477.92,11518.08,UPI,Mobile App,Delivered,5,153,25,SELLER002,1,0
O000596,C0133,2025-01-27,S003,Mumbai West,West,P013,USB-C Hub,Electronics,Accessories,1,2299,5,2184.05,1157.55,1026.5,Credit Card,Store,Delivered,6,172,32,SELLER003,2,0
O000597,C0150,2025-04-13,S004,Delhi Select,North,P008,Yoga Mat,Sports,Fitness,2,1299,10,2338.2,1262.63,1075.57,Debit Card,Web,Delivered,7,11,39,SELLER004,3,0
O000598,C0167,2025-07-26,S005,Hyderabad Hub,South,P003,Coffee Maker,Home Appliances,Kitchen,3,3499,15,8922.45,4907.35,4015.1,Wallet,Mobile App,Shipped,8,30,46,SELLER005,4,0
O000599,C0184,2025-10-12,S006,Pune Market,West,P014,Office Chair,Office,Furniture,4,8999,20,28796.8,16126.21,12670.59,Net Banking,Store,Processing,,49,53,SELLER006,5,0
O000600,C0201,2025-01-25,S001,Bengaluru Central,South,P009,Backpack,Fashion,Bags,1,1799,0,1799,1025.43,773.57,UPI,Web,Returned,2,68,25,SELLER007,1,1
O000601,C0218,2025-04-11,S002,Chennai Marina,South,P004,Running Shoes,Fashion,Footwear,2,2999,5,5698.1,3304.9,2393.2,Credit Card,Mobile App,Cancelled,,87,32,SELLER008,2,0
O000602,C0235,2025-07-24,S003,Mumbai West,West,P015,Skincare Set,Beauty,Personal Care,3,2499,10,6747.3,3508.6,3238.7,Debit Card,Store,Delivered,4,106,39,SELLER009,3,0
O000603,C0002,2025-10-10,S004,Delhi Select,North,P010,Water Bottle,Sports,Fitness,4,699,15,2376.6,1259.6,1117,Wallet,Web,Delivered,5,125,46,SELLER010,4,0
O000604,C0019,2025-01-23,S005,Hyderabad Hub,South,P005,Bluetooth Speaker,Electronics,Audio,1,1899,20,1519.2,820.37,698.83,Net Banking,Mobile App,Delivered,6,144,53,SELLER011,5,0
O000605,C0036,2025-04-09,S006,Pune Market,West,P016,Bluetooth Keyboard,Electronics,Accessories,2,2799,0,5598,3078.9,2519.1,UPI,Store,Shipped,7,163,25,SELLER012,1,0
O000606,C0053,2025-07-22,S001,Bengaluru Central,South,P011,Cotton Bedsheet,Home,Bedding,3,1599,5,4557.15,2552,2005.15,Credit Card,Web,Processing,,182,32,SELLER013,2,0
